,nome,ratio,genero_real,genero_predito_SVM,genero_predito_CNN,genero_predito_BiLSTM
95499,mielison,1.0,M,M,1,1
28693,farid,0.853309481216458,M,M,1,1
17189,demistocles,1.0,M,M,1,1
70882,roniely,0.6425992779783394,M,F,0,1
81509,verinalda,1.0,F,F,1,1
28825,felisardo,1.0,M,M,1,1
66887,petrison,1.0,M,M,1,1
91074,francelir,1.0,F,F,1,1
26713,ery,0.759493670886076,M,M,1,1
44144,jocelinda,1.0,F,F,1,1
51573,leidislane,1.0,F,F,1,1
52419,leuliane,1.0,F,F,1,1
18779,dilcelia,1.0,F,F,1,1
75111,sirnande,1.0,M,M,1,1
13227,cleidenir,0.8424657534246576,F,F,1,1
98400,alaelton,1.0,M,M,1,1
40173,izaelma,1.0,F,F,1,1
93083,erielsom,1.0,M,M,1,1
44819,joisi,1.0,F,F,1,1
45871,josidalva,1.0,F,F,1,1
42754,jenilton,1.0,M,M,1,1
97029,guiilherme,1.0,M,M,0,1
22250,ednia,1.0,F,F,1,1
48577,katlym,1.0,F,F,1,1
61174,nairle,1.0,F,F,0,1
86752,isanita,1.0,F,F,1,1
60696,myllene,1.0,F,F,1,1
83447,wendler,1.0,M,M,1,1
63706,nino,1.0,M,M,1,1
15756,dannyelle,1.0,F,F,1,1
20638,dyessika,1.0,F,F,1,1
11951,cidileide,1.0,F,F,1,1
14922,cyntya,1.0,F,F,1,1
75688,sthephani,1.0,F,F,1,1
35867,hermelinda,1.0,F,F,1,1
19675,djanilson,1.0,M,M,1,1
92139,shariane,1.0,F,F,1,1
9125,azelir,0.6630434782608695,F,F,0,1
10188,cacia,1.0,F,F,0,1
55069,lumar,0.5838150289017341,M,M,1,1
21505,edilo,1.0,M,M,1,1
17173,demile,1.0,F,F,0,1
10936,castelo,1.0,M,M,1,1
29922,frankles,1.0,M,M,1,1
93834,tavany,1.0,F,F,1,1
40823,jafe,0.9409722222222222,M,M,1,1
47377,jurai,0.5982142857142857,M,M,1,1
81309,vendolino,1.0,M,M,1,1
64276,nubilene,1.0,F,F,0,1
92991,thuyane,1.0,F,F,1,1
80894,vaneidi,1.0,F,F,1,1
15273,dalcivan,1.0,M,M,0,1
8771,aurisson,1.0,M,M,1,1
71625,rosimarie,1.0,F,F,1,1
15292,daleti,1.0,F,F,1,1
13714,cleristom,1.0,M,M,0,1
92531,nildinha,1.0,F,F,1,1
38964,irondes,1.0,M,M,1,1
33309,glaciete,1.0,F,F,1,1
49491,keticia,1.0,F,F,0,1
96601,clebersom,1.0,M,M,0,1
100161,yamili,1.0,F,F,0,1
50204,krizia,1.0,F,F,1,1
3483,alderleia,1.0,F,F,0,1
63646,nilzabeth,1.0,F,F,1,1
32459,gildete,0.9629335188313624,F,F,1,1
91851,delberto,1.0,M,M,1,1
49952,klarissa,1.0,F,F,1,1
73234,santuzza,1.0,F,F,1,1
58405,maurecir,1.0,M,F,0,1
54585,lucilinda,1.0,F,F,1,1
36517,horaida,1.0,F,F,1,1
83567,weris,1.0,M,M,0,1
51938,leocadio,1.0,M,M,1,1
17770,deucimar,0.7360406091370558,M,M,1,1
63401,nikolly,1.0,F,F,1,1
85967,jeoje,1.0,M,M,1,1
81961,virte,1.0,F,F,1,1
69953,rivanda,1.0,F,F,1,1
51598,leiene,1.0,F,F,1,1
4665,altamiranda,0.7089552238805971,M,F,1,1
30939,genete,1.0,F,F,1,1
90171,ceildo,1.0,M,M,1,1
12420,clareane,1.0,F,F,0,1
18259,dhan,1.0,M,M,1,1
40428,jabete,1.0,F,F,1,1
9246,bartolameu,1.0,M,M,1,1
71096,rosalmira,1.0,F,F,1,1
15299,dalgisa,1.0,F,F,1,1
26109,erila,1.0,F,F,1,1
40358,izildinha,1.0,F,F,1,1
67631,raiele,1.0,F,F,0,1
4899,alvinho,1.0,M,M,0,1
61964,naylane,1.0,F,F,1,1
54377,lucenilton,1.0,M,M,1,1
40336,izeuda,1.0,F,F,1,1
89702,weslhei,1.0,M,M,1,1
46508,jozia,1.0,M,F,1,1
26778,esiel,1.0,M,M,1,1
41157,jalmeir,1.0,M,M,0,1
81792,vilker,1.0,M,M,1,1
60433,monna,1.0,F,F,1,1
2516,airlan,1.0,M,M,1,1
98020,davii,1.0,M,M,0,1
73829,seroni,1.0,F,F,1,1
99450,oselaine,1.0,F,F,0,1
37323,idevanir,0.5125,M,F,1,1
5661,anany,1.0,F,F,1,1
37208,idelso,1.0,M,M,1,1
45730,josenilce,1.0,F,F,1,1
6329,angerica,1.0,F,F,1,1
3166,alcineide,0.9789156626506024,F,F,0,1
20425,ducirene,1.0,F,F,0,1
11832,chrystal,1.0,F,F,1,1
42981,jermina,1.0,F,F,0,1
16376,debhora,1.0,F,F,1,1
11923,cidemar,1.0,M,M,1,1
91530,jeisiele,1.0,F,F,1,1
61043,naiama,1.0,F,F,1,1
80420,valtecia,1.0,F,F,1,1
43511,jhonleno,1.0,M,M,1,1
70477,rogis,1.0,M,M,1,1
81283,veloso,1.0,M,M,1,1
79791,valderlan,1.0,M,M,1,1
96678,amiriam,1.0,F,F,0,1
82697,walterney,1.0,M,M,0,1
53603,livi,0.6460674157303371,M,M,1,1
99414,giones,1.0,M,M,1,1
59105,melquias,1.0,M,M,1,1
84614,yacha,1.0,F,F,1,1
53681,liziani,1.0,F,F,1,1
6331,angerlane,1.0,F,F,1,1
4309,alissom,0.9897124152443302,M,M,1,1
2132,agenita,1.0,F,F,1,1
93744,ashaley,1.0,F,F,1,1
20109,doriane,1.0,F,F,1,1
32326,gilcimaria,1.0,F,F,1,1
10528,cariovaldo,1.0,M,M,0,1
7440,arisberto,1.0,M,M,1,1
7792,arnildo,1.0,M,M,1,1
67905,raliton,1.0,M,M,1,1
81246,vedi,0.6206896551724138,M,M,1,1
57345,marinauva,1.0,F,F,0,1
720,adeir,0.7877049180327869,M,M,1,1
50164,krikor,1.0,M,M,1,1
67834,raisna,1.0,F,F,1,1
54227,louvani,1.0,F,F,0,1
3468,alderisa,1.0,F,F,1,1
96864,natay,1.0,F,F,1,1
51527,leidiane,0.996283165599268,F,F,1,1
2706,alailson,1.0,M,M,1,1
59388,meuza,1.0,F,F,1,1
47629,jusse,1.0,F,F,1,1
36770,hygor,1.0,M,M,1,1
55466,luzivanio,1.0,M,M,1,1
79710,valdenio,1.0,M,M,1,1
34585,gyslaine,1.0,F,F,1,1
37670,ildean,0.7602739726027398,M,M,1,1
1539,adjailma,1.0,F,F,1,1
8962,aviano,1.0,M,M,1,1
90793,ketally,1.0,F,F,1,1
10832,carolline,1.0,F,F,0,1
50099,klevisson,1.0,M,M,1,1
100165,jeniuda,1.0,F,F,1,1
77265,taynah,1.0,F,F,1,1
65015,olesio,1.0,M,M,1,1
8018,ascendina,1.0,F,F,1,1
98886,oelma,1.0,F,F,1,1
21811,edisandro,1.0,M,M,1,1
21488,ediliana,1.0,F,F,1,1
62115,nediane,1.0,F,F,1,1
74795,silvon,1.0,M,M,1,1
77726,thaisia,1.0,F,F,0,1
31549,germana,0.9923166861533322,F,F,1,1
16288,dayr,1.0,F,F,1,1
3308,aldebrando,1.0,M,M,1,1
51041,laurianne,1.0,F,F,0,1
6821,aparedida,1.0,F,F,1,1
81909,viomar,0.8391959798994975,M,M,1,1
20295,douriedson,1.0,M,M,1,1
42080,jarluce,1.0,F,F,1,1
32524,gilfran,1.0,M,M,1,1
69882,rithelle,1.0,F,F,1,1
65849,oscarino,1.0,M,M,0,1
30311,geaze,1.0,M,M,1,1
79313,vadison,1.0,M,M,1,1
30542,geis,0.7894736842105263,F,M,1,1
24195,elisonete,1.0,F,F,1,1
47890,kaiam,1.0,M,M,1,1
96338,maneol,1.0,M,M,1,1
52601,libencio,1.0,M,M,1,1
78749,uarley,1.0,M,M,1,1
56752,marconcelio,1.0,M,M,1,1
48358,kasia,1.0,F,F,1,1
56388,manua,1.0,M,F,1,1
47839,kadimiel,1.0,M,M,0,1
45587,joselda,1.0,F,F,1,1
25526,eniceia,1.0,F,F,0,1
63880,nivaneide,1.0,F,F,1,1
46121,josnaldo,1.0,M,M,1,1
39627,itapuan,1.0,M,M,1,1
50054,klener,1.0,M,M,1,1
25465,enemilson,1.0,M,M,1,1
55587,maceli,1.0,F,F,0,1
2427,ailde,0.908745247148289,F,F,1,1
45220,jordilene,1.0,F,F,0,1
5685,anarosa,1.0,F,F,1,1
10536,carisson,1.0,M,M,0,1
27873,evalina,1.0,F,F,1,1
47561,jusemar,1.0,M,M,1,1
89390,voldeci,1.0,M,M,1,1
78540,toshie,1.0,F,F,1,1
27722,eutacio,1.0,M,M,1,1
85288,zeliana,1.0,F,F,1,1
45278,jorgiana,1.0,F,F,1,1
35024,hebel,1.0,M,M,1,1
28090,evelon,1.0,M,M,1,1
98262,jholeno,1.0,M,M,0,1
83741,wevelly,1.0,F,F,1,1
8538,auler,1.0,M,M,1,1
42662,jemile,1.0,F,F,0,1
85356,zenaildes,1.0,F,F,1,1
15217,daizy,1.0,F,F,1,1
84231,wilomar,1.0,M,M,1,1
70970,ronnes,1.0,M,M,1,1
28833,felismina,1.0,F,F,0,1
31371,gercilene,1.0,F,F,0,1
87994,hetor,1.0,M,M,1,1
73260,sarajane,1.0,F,F,1,1
14469,cremilsa,1.0,F,F,0,1
8041,ashlley,1.0,F,F,0,1
66462,ozonia,1.0,F,F,1,1
78365,tiemi,1.0,F,F,1,1
97283,lucineldo,1.0,M,M,1,1
67727,raimer,1.0,M,M,0,1
25490,eneudo,1.0,M,M,1,1
7583,arla,0.8364779874213837,F,F,1,1
83645,wesder,1.0,M,M,1,1
68584,reciere,1.0,M,M,0,1
31887,gessino,1.0,M,M,1,1
31491,gerlande,0.7492163009404389,F,F,1,1
36175,higor,0.9915719063545152,M,M,1,1
84945,ysaias,1.0,M,M,1,1
50798,lauan,0.9634443541835904,M,M,1,1
29010,firma,1.0,F,F,1,1
93771,henriquer,1.0,M,M,1,1
73576,selesio,1.0,M,M,1,1
42337,jeanfranco,1.0,M,M,1,1
52669,liciane,1.0,F,F,1,1
16792,delanio,1.0,M,M,1,1
14718,cristana,1.0,F,F,1,1
19119,diocina,1.0,F,F,0,1
38205,inercio,1.0,M,M,1,1
86334,dogo,1.0,M,M,1,1
63752,nirlandia,1.0,F,F,1,1
16113,das,0.8948497854077253,F,M,1,1
38794,irildo,1.0,M,M,1,1
84881,york,1.0,M,M,1,1
33795,glene,0.7538461538461538,F,F,1,1
88230,wuesly,1.0,M,M,1,1
14717,cristalino,1.0,M,M,1,1
9586,benvindo,1.0,M,M,1,1
906,adelucio,1.0,M,M,1,1
69316,rhaiani,1.0,F,F,0,1
48992,kell,0.6754385964912281,F,M,1,1
97865,maurilhio,1.0,M,M,0,1
56420,maquerli,1.0,F,F,0,1
93052,takio,1.0,M,M,1,1
34605,hadla,1.0,F,F,1,1
99754,greiciani,1.0,F,F,0,1
69585,ridamar,0.7870370370370371,F,M,1,1
4343,allaf,1.0,M,M,1,1
22576,eferson,1.0,M,M,1,1
87789,caria,1.0,F,F,1,1
68424,rayanne,1.0,F,F,1,1
94951,alanni,1.0,F,F,1,1
100352,wuelei,1.0,M,M,0,1
34747,haller,1.0,M,M,0,1
11507,chael,1.0,M,M,1,1
12866,claudiva,0.5154639175257731,F,F,1,1
29958,franquilane,1.0,M,F,1,1
93225,jenisia,1.0,F,F,0,1
77848,thammires,1.0,F,F,0,1
99034,gecielma,1.0,F,F,0,1
130,abiezer,1.0,M,M,1,1
56324,manauara,1.0,F,F,1,1
37803,ilenir,1.0,F,F,0,1
58953,meirieli,1.0,F,F,0,1
45194,jordelino,1.0,M,M,1,1
28762,fayla,1.0,F,F,1,1
37879,ilke,0.7375,M,M,1,1
73771,sergey,1.0,M,M,1,1
82673,waltenis,1.0,M,M,0,1
55866,maglaine,1.0,F,F,0,1
11712,chesley,1.0,M,M,1,1
4028,alexon,1.0,M,M,1,1
81518,verionice,1.0,F,F,0,1
40968,jaines,0.6666666666666666,F,F,0,1
8489,audiney,1.0,M,M,1,1
25191,emillyn,1.0,F,F,1,1
28837,felisvaldo,1.0,M,M,1,1
30636,geiziana,1.0,F,F,1,1
99136,clarysse,1.0,F,F,1,1
79330,vagnel,1.0,M,M,1,1
67200,protasio,1.0,M,M,1,1
27324,eudinei,1.0,M,M,1,1
84615,yaci,1.0,F,F,1,1
52015,leolandia,1.0,F,F,1,1
63323,niecia,1.0,F,F,1,1
5068,amaia,1.0,F,F,1,1
94952,jessineide,1.0,F,F,1,1
35656,henrick,1.0,M,M,1,1
17787,deulice,1.0,F,F,0,1
95849,abriano,1.0,M,M,1,1
51150,lauter,1.0,M,M,0,1
59595,migel,1.0,M,M,1,1
16242,dayanna,1.0,F,F,1,1
16570,deisane,1.0,F,F,1,1
5205,amber,1.0,F,M,1,1
50322,ladislane,1.0,F,F,1,1
3622,aldmar,1.0,M,M,1,1
39543,itaiza,1.0,F,F,1,1
56610,marcielo,1.0,M,M,1,1
19716,djenyffer,1.0,F,F,1,1
15108,daigo,1.0,M,M,1,1
58792,mayrlla,1.0,F,F,1,1
29298,formozina,1.0,F,F,1,1
36957,iatan,1.0,M,M,1,1
68115,ranielison,1.0,M,M,0,1
9918,boanerges,1.0,M,M,1,1
42836,jeonice,1.0,F,F,0,1
22067,edmacia,1.0,F,F,0,1
64261,nozor,1.0,M,M,1,1
79903,valdiego,1.0,M,M,1,1
31689,gerti,1.0,F,M,1,1
6212,anemar,1.0,M,M,1,1
61872,naudia,1.0,F,F,1,1
93234,diese,0.7403846153846154,F,F,1,1
3298,aldativa,1.0,F,F,1,1
79226,urik,1.0,M,M,1,1
20433,ducleia,1.0,F,F,0,1
55161,lusardo,1.0,M,M,1,1
2916,alberice,1.0,F,F,0,1
11178,celeci,1.0,F,F,0,1
91980,cleyci,1.0,F,F,0,1
88326,erinelton,1.0,M,M,0,1
78438,tissiana,1.0,F,F,1,1
42087,jarmes,1.0,M,M,1,1
77563,termicio,1.0,M,M,1,1
49823,kiliana,1.0,F,F,1,1
10756,carmilene,1.0,F,F,0,1
90514,milhele,1.0,F,F,1,1
51570,leidione,0.6025641025641025,M,F,1,1
89482,ervilin,1.0,F,F,0,1
85537,zigomar,1.0,M,M,1,1
58716,mayelen,1.0,F,F,1,1
9497,benezoete,1.0,F,F,1,1
46986,juely,1.0,F,F,1,1
46791,jucilande,0.7169811320754716,M,F,1,1
76187,suzara,1.0,F,F,1,1
51173,lavinha,1.0,F,F,0,1
44908,jomilson,1.0,M,M,1,1
66366,ozemir,1.0,M,M,0,1
43081,jesiene,1.0,F,F,1,1
84886,yorrane,1.0,F,F,1,1
93092,hebes,1.0,M,M,1,1
42518,jefton,1.0,M,M,1,1
67258,queili,1.0,F,F,1,1
44681,johnatan,0.9918819188191882,M,M,1,1
38050,imilio,1.0,M,M,1,1
81336,venilda,1.0,F,F,1,1
9936,bom,0.6666666666666666,M,M,1,1
63821,nithael,1.0,M,M,1,1
96177,eshili,1.0,F,F,0,1
11077,caylon,1.0,M,M,1,1
57402,marineuma,1.0,F,F,0,1
92609,alorane,1.0,F,F,1,1
23678,elielde,0.6533333333333333,F,F,0,1
83304,wellimgton,1.0,M,M,1,1
679,adedino,1.0,M,M,1,1
46425,joyce,0.9939770419008928,F,F,1,1
59977,mirena,1.0,F,F,1,1
92070,asamor,1.0,M,M,1,1
68125,raniely,0.9072164948453608,F,F,0,1
81340,venilia,1.0,F,F,0,1
42556,jeilde,1.0,F,F,1,1
92539,chiler,1.0,F,M,0,1
35896,hermilton,1.0,M,M,1,1
60135,misaque,1.0,M,M,1,1
81530,verlaine,0.94043321299639,F,F,0,1
19495,diuliani,1.0,F,F,0,1
69678,rildomar,1.0,M,M,1,1
24015,elipio,1.0,M,M,1,1
40346,izidoria,1.0,F,F,1,1
48465,kathiuscia,1.0,F,F,1,1
42204,jatiacy,1.0,F,F,1,1
70715,ronal,1.0,M,M,1,1
69530,richarlyson,1.0,M,M,1,1
19024,dinardo,1.0,M,M,1,1
51654,leinad,1.0,F,F,1,1
27041,esthefani,1.0,F,F,0,1
100666,aelza,1.0,F,F,1,1
7813,arnubio,1.0,M,M,1,1
77736,thaisnara,1.0,F,F,1,1
1052,adenilsa,1.0,F,F,1,1
67378,quevila,1.0,F,F,1,1
33994,gomides,1.0,M,M,1,1
75450,sonio,0.5704225352112676,M,M,1,1
69863,ritalice,1.0,F,F,1,1
97684,elior,1.0,M,M,0,1
63883,nivania,1.0,F,F,1,1
90866,mariuxa,1.0,F,F,1,1
33191,giusa,1.0,F,F,1,1
29347,franceane,1.0,F,F,1,1
94626,kisi,1.0,F,F,1,1
50934,laudira,1.0,F,F,0,1
15516,damarys,1.0,F,F,1,1
25331,encarnacao,1.0,F,M,0,1
81224,vaudenir,1.0,M,M,1,1
66186,otaner,1.0,M,M,1,1
87700,reniltom,1.0,M,M,0,1
45573,joselaine,0.9936796670263603,F,F,1,1
99589,eliaki,1.0,M,M,1,1
5156,amaris,1.0,F,M,1,1
48746,kayran,1.0,M,M,1,1
93013,aleu,1.0,M,M,1,1
57673,marizania,1.0,F,F,1,1
33624,gleiciane,0.9944911711179972,F,F,0,1
30986,genicleia,1.0,F,F,0,1
62235,neilane,1.0,F,F,1,1
77641,thafny,1.0,F,F,1,1
80712,vanderi,0.8187919463087249,M,M,1,1
63166,niani,1.0,F,F,1,1
40785,jaeferson,1.0,M,M,0,1
53248,lindorifo,1.0,M,M,1,1
91766,geleno,1.0,M,M,1,1
68299,rauanderson,1.0,M,M,1,1
18820,dilema,1.0,F,F,1,1
56597,marcidio,1.0,M,M,1,1
71221,rosedite,1.0,F,F,1,1
19708,djenefer,1.0,F,F,1,1
52285,lerinda,1.0,F,F,1,1
67709,railse,1.0,F,F,1,1
72092,rozy,1.0,F,F,1,1
48575,katllyn,1.0,F,F,1,1
37054,idaleia,1.0,F,F,1,1
23929,elinezia,1.0,F,F,0,1
51697,leisly,1.0,F,F,1,1
75365,solis,1.0,M,M,1,1
67038,pojucan,1.0,M,M,1,1
661,adebal,1.0,M,M,1,1
13293,cleidivan,0.7978436657681941,M,M,1,1
11518,chaiani,1.0,F,F,0,1
64986,oleir,0.84375,M,M,0,1
58262,masanori,1.0,M,M,1,1
62815,netiane,1.0,F,F,1,1
37441,iede,1.0,F,F,1,1
72916,samirah,1.0,F,F,0,1
72514,ruvia,1.0,F,F,1,1
2242,agnelia,1.0,F,F,1,1
48202,karina,0.996759416355616,F,F,0,1
79251,uryel,1.0,M,M,1,1
53078,lindarci,1.0,F,F,1,1
14211,clomir,1.0,M,M,0,1
10389,calu,1.0,F,M,1,1
91962,klber,1.0,M,M,0,1
97162,lindlva,1.0,F,F,1,1
38973,ironi,0.7312206572769953,F,F,1,1
100054,richerdi,1.0,M,M,1,1
16526,deilce,1.0,F,F,1,1
97430,walassi,1.0,M,M,0,1
19045,dineilson,1.0,M,M,1,1
57223,marileudo,1.0,M,M,1,1
8739,aurinete,1.0,F,F,1,1
25267,emmylli,1.0,F,F,1,1
90225,marikeli,1.0,F,F,1,1
64,abelirio,1.0,M,M,1,1
81368,venuncia,1.0,F,F,1,1
94016,regaine,1.0,F,F,1,1
2804,alay,0.5660377358490566,F,M,1,1
70940,ronisley,1.0,M,M,0,1
60906,nadjla,1.0,F,F,1,1
14184,clodoardo,1.0,M,M,1,1
85159,zamara,1.0,F,F,0,1
65328,onizete,0.5913978494623656,F,F,1,1
35757,herick,0.9909433962264153,M,M,1,1
30186,galo,1.0,M,M,1,1
83899,wilans,1.0,M,M,1,1
34784,hamon,1.0,M,M,1,1
91345,solaide,1.0,F,F,1,1
50719,larice,1.0,F,F,0,1
10043,brenan,1.0,M,M,1,1
22244,edney,0.936582318025617,M,M,1,1
96835,jaldino,1.0,M,M,1,1
70868,ronieles,1.0,M,M,0,1
33891,gleylson,1.0,M,M,0,1
46988,juenice,1.0,F,F,1,1
38712,ireide,1.0,F,F,1,1
15955,darine,1.0,F,F,0,1
15745,danniella,1.0,F,F,1,1
84299,winicius,1.0,M,M,0,1
6048,andriel,0.9784301977231876,M,M,1,1
43112,jesmiel,1.0,M,M,1,1
54447,lucidalia,1.0,F,F,1,1
88883,josefar,0.768,M,M,1,1
14651,crislena,1.0,F,F,1,1
43426,jhennyfer,1.0,F,F,1,1
76178,suzanir,1.0,F,F,1,1
18646,diennifer,1.0,F,F,0,1
37812,ilfran,1.0,M,M,1,1
55337,luzenilda,1.0,F,F,1,1
72553,rynaldo,1.0,M,M,1,1
50113,kleyner,1.0,M,M,1,1
56981,marianni,1.0,F,F,1,1
39868,ivanete,0.9969841474416806,F,F,1,1
7908,artenisia,1.0,F,F,1,1
52658,licelia,1.0,F,F,0,1
7352,arilso,1.0,M,M,1,1
97923,edeneusa,1.0,F,F,1,1
19239,dionelo,1.0,M,M,1,1
50061,kleper,1.0,M,M,1,1
12688,claudevanio,1.0,M,M,1,1
1530,adiza,1.0,F,F,1,1
92311,washighton,1.0,M,M,1,1
65949,osleane,1.0,F,F,1,1
58300,massimiliano,1.0,M,M,0,1
70203,robinsom,1.0,M,M,0,1
84870,yonnara,1.0,F,F,1,1
51180,lavino,1.0,M,M,0,1
16084,dart,1.0,F,M,1,1
59928,mirani,0.9636184857423796,F,F,1,1
13366,cleisi,1.0,F,F,0,1
86927,hasta,1.0,F,F,1,1
12556,claudecia,1.0,F,F,1,1
3187,alcioneida,1.0,F,F,0,1
2059,afreu,1.0,M,M,1,1
48332,karolyna,1.0,F,F,1,1
56831,marecilda,1.0,F,F,1,1
48765,kazuhiro,1.0,M,M,0,1
61621,natalici,0.9,F,F,1,1
69828,risoleide,1.0,F,F,1,1
94536,ike,1.0,M,M,1,1
61559,nasly,1.0,F,F,1,1
91765,jeorje,1.0,M,M,0,1
22750,eina,1.0,F,F,1,1
62548,nelva,1.0,F,F,1,1
31886,gessinete,1.0,F,F,1,1
68060,randeson,1.0,M,M,1,1
71536,rosiely,1.0,F,F,1,1
49967,klayver,1.0,M,M,1,1
24503,ellenn,1.0,F,F,0,1
59412,mica,0.56,F,F,1,1
74256,siddhartha,1.0,M,F,1,1
4267,alionaldo,1.0,M,M,1,1
57266,marillac,1.0,F,F,1,1
57481,marionice,1.0,F,F,0,1
4259,alins,1.0,M,M,1,1
98365,darileni,1.0,F,F,0,1
22281,edno,0.9920995125231132,M,M,1,1
6052,andrieli,0.9889041723979826,F,F,1,1
48784,kecy,0.5166666666666667,M,F,1,1
58287,massanori,1.0,M,M,1,1
89486,josiam,1.0,M,M,1,1
82870,wangleson,1.0,M,M,1,1
33685,gleidiele,1.0,F,F,0,1
12053,cilineu,1.0,M,M,1,1
33483,glaudenilson,1.0,M,M,1,1
32057,ghabriela,1.0,F,F,0,1
64368,obedi,0.8363636363636363,M,M,1,1
51840,lenilco,1.0,M,M,1,1
55856,magid,1.0,M,M,1,1
23070,eldor,1.0,M,M,0,1
4991,alziane,1.0,F,F,1,1
11291,celito,1.0,M,M,1,1
69809,rislane,1.0,F,F,1,1
53748,lody,1.0,F,F,1,1
83173,welden,1.0,M,M,1,1
44762,joicineide,1.0,F,F,0,1
2688,alaiana,1.0,F,F,1,1
23922,elineude,1.0,F,F,1,1
7469,arissa,1.0,F,F,1,1
4652,altaide,0.6639344262295082,M,M,1,1
80415,valtanir,1.0,M,M,1,1
10168,brunno,1.0,M,M,0,1
29147,floracy,1.0,F,F,1,1
89576,elisleia,1.0,F,F,1,1
9740,bethanea,1.0,F,F,1,1
9373,belisio,1.0,M,M,0,1
23578,elicleiton,1.0,M,M,0,1
90122,wiiliam,1.0,M,M,0,1
42803,jenoeva,1.0,F,F,0,1
2084,agapito,1.0,M,M,1,1
43326,jezo,1.0,M,M,1,1
47034,juleica,1.0,F,F,0,1
93229,craziela,1.0,F,F,1,1
66222,otildes,1.0,F,F,1,1
64548,odari,1.0,M,M,0,1
22276,ednivaldo,1.0,M,M,1,1
14163,clober,1.0,M,M,0,1
29296,forlan,1.0,M,M,1,1
31435,geres,1.0,M,M,1,1
59903,miraldino,1.0,M,M,1,1
73825,serli,0.9697674418604652,F,F,1,1
66784,per,1.0,M,M,1,1
43243,jesun,1.0,M,M,1,1
55506,lyncon,1.0,M,M,1,1
96900,aliki,0.5471698113207547,M,M,0,1
78985,uesia,1.0,F,F,1,1
68072,randrei,1.0,M,M,0,1
10835,carollyne,1.0,F,F,1,1
48989,keliston,1.0,M,M,1,1
48406,kateane,1.0,F,F,1,1
36078,hevio,1.0,M,M,1,1
96019,cidelene,1.0,F,F,1,1
35601,henderson,1.0,M,M,1,1
32912,giovanda,1.0,F,F,1,1
26986,estenia,1.0,F,F,0,1
12373,claisa,1.0,F,F,1,1
14438,credson,1.0,M,M,1,1
56636,marcilene,0.9955049995413264,F,F,0,1
25251,emmeline,1.0,F,F,0,1
93141,catriele,1.0,F,F,0,1
79135,uliel,1.0,M,M,0,1
78282,thyerre,1.0,M,M,1,1
2703,alaildes,1.0,F,F,1,1
21648,edinaura,1.0,F,F,1,1
56136,mairly,1.0,F,F,1,1
10818,carolina,0.9962138049691196,F,F,1,1
46118,josmir,1.0,M,M,0,1
65176,omelio,1.0,M,M,1,1
87950,deulinda,1.0,F,F,1,1
6297,angelique,1.0,F,M,1,1
55851,magela,0.5014164305949008,M,F,1,1
50154,korina,1.0,F,F,0,1
66643,patricky,1.0,M,M,1,1
23,abdenigo,1.0,M,M,1,1
86105,roselaina,1.0,F,F,1,1
57620,mariulsa,1.0,F,F,1,1
64577,odeir,0.9116347569955816,M,M,0,1
50958,laueni,1.0,F,F,0,1
8423,audelane,1.0,F,F,1,1
29274,florizete,1.0,F,F,0,1
100333,aquel,1.0,F,M,1,1
26683,ervane,1.0,M,F,1,1
52903,ligida,1.0,F,F,1,1
23700,eliemara,1.0,F,F,1,1
62681,nerco,1.0,M,M,1,1
88101,linario,1.0,M,M,1,1
56496,marcalina,1.0,F,F,1,1
19182,diomar,0.5401576280728092,M,M,1,1
43780,jivago,1.0,M,M,1,1
1061,adenilza,1.0,F,F,1,1
51123,laurival,1.0,M,M,1,1
28622,faelma,1.0,F,F,1,1
8571,aureana,1.0,F,F,1,1
78530,torben,1.0,M,M,1,1
70543,romailson,1.0,M,M,1,1
78796,ubirai,1.0,M,M,0,1
14275,concepcion,1.0,F,M,1,1
33578,gleder,1.0,M,M,1,1
12522,clauberto,1.0,M,M,1,1
33714,gleike,1.0,M,F,0,1
40260,izanildo,1.0,M,M,1,1
10495,cari,0.8352490421455939,F,F,1,1
96425,luorival,1.0,M,M,1,1
67618,raidan,1.0,M,M,1,1
12942,clausner,1.0,M,M,1,1
50754,larrayne,1.0,F,F,1,1
35341,helinete,1.0,F,F,1,1
11436,ceroni,0.6029411764705882,F,F,1,1
34976,hayato,1.0,M,M,1,1
45656,josemaire,1.0,F,F,1,1
59843,minguel,1.0,M,M,1,1
60758,nacelia,1.0,F,F,0,1
64551,odario,1.0,M,M,0,1
99126,laeson,1.0,M,M,1,1
54132,louiza,1.0,F,F,0,1
46201,josuan,1.0,M,M,1,1
71967,rozelene,1.0,F,F,0,1
37972,ilvane,0.7948717948717948,F,F,1,1
97142,jeorgea,1.0,F,F,1,1
94592,jesel,1.0,M,M,1,1
80723,vanderlando,1.0,M,M,1,1
74835,simeire,1.0,F,F,0,1
86909,lusane,1.0,F,F,1,1
85919,reize,1.0,F,F,0,1
52304,lesia,1.0,F,F,1,1
25133,emico,1.0,F,M,0,1
57204,marileise,1.0,F,F,0,1
9778,betyna,1.0,F,F,1,1
52769,lidimar,0.5814606741573034,F,F,1,1
62409,nelda,1.0,F,F,1,1
74071,sherida,1.0,F,F,1,1
23201,elenicio,1.0,M,M,1,1
88869,nesa,1.0,F,F,1,1
98773,shielei,1.0,F,F,0,1
28904,fernandino,1.0,M,M,1,1
18313,dhenis,0.6507936507936508,M,M,1,1
